ts,count,passenger_ratio,count_v1,passenger_ratio_v1,L1,count_v2,passenger_ratio_v2,L2,month,day,hour,minute,week,weekday,holiday,freeday,offday,workday
2024-01-01 00:00:00,133,0.4962,132.0,0.4848,6.8,116.0,0.5517,16.3,1,1,0,0,1,1,1,0,0,0
2024-01-01 00:15:00,128,0.3984,118.0,0.4661,6.8,128.0,0.5703,16.3,1,1,0,15,1,1,1,0,0,0
2024-01-01 00:30:00,117,0.4957,115.0,0.4435,6.8,116.0,0.4569,16.3,1,1,0,30,1,1,1,0,0,0
2024-01-01 00:45:00,134,0.4552,103.0,0.4466,6.8,106.0,0.5094,16.3,1,1,0,45,1,1,1,0,0,0
2024-01-01 01:00:00,107,0.3458,114.0,0.2895,6.8,116.0,0.3707,16.3,1,1,1,0,1,1,1,0,0,0
2024-01-01 01:15:00,111,0.3514,100.0,0.37,6.8,98.0,0.4286,16.3,1,1,1,15,1,1,1,0,0,0
2024-01-01 01:30:00,101,0.3564,91.0,0.3407,6.8,70.0,0.4714,16.3,1,1,1,30,1,1,1,0,0,0
2024-01-01 01:45:00,86,0.3837,89.0,0.4831,6.8,101.0,0.6238,16.3,1,1,1,45,1,1,1,0,0,0
2024-01-01 02:00:00,125,0.536,111.0,0.5766,6.8,124.0,0.5726,16.3,1,1,2,0,1,1,1,0,0,0
2024-01-01 02:15:00,110,0.5,113.0,0.4779,6.8,117.0,0.5983,16.3,1,1,2,15,1,1,1,0,0,0
2024-01-01 02:30:00,129,0.5349,134.0,0.5373,6.8,131.0,0.6107,16.3,1,1,2,30,1,1,1,0,0,0
2024-01-01 02:45:00,111,0.5315,110.0,0.5182,6.8,145.0,0.6414,16.3,1,1,2,45,1,1,1,0,0,0
2024-01-01 03:00:00,140,0.5071,137.0,0.5182,6.8,129.0,0.5891,16.3,1,1,3,0,1,1,1,0,0,0
2024-01-01 03:15:00,105,0.4095,124.0,0.371,6.8,114.0,0.5,16.3,1,1,3,15,1,1,1,0,0,0
2024-01-01 03:30:00,116,0.3534,101.0,0.3465,6.8,95.0,0.4,16.3,1,1,3,30,1,1,1,0,0,0
2024-01-01 03:45:00,94,0.3191,87.0,0.3218,6.8,73.0,0.3425,16.3,1,1,3,45,1,1,1,0,0,0
2024-01-01 04:00:00,90,0.2222,88.0,0.2045,6.8,69.0,0.3043,16.3,1,1,4,0,1,1,1,0,0,0
2024-01-01 04:15:00,114,0.2895,89.0,0.2809,6.8,79.0,0.3038,16.3,1,1,4,15,1,1,1,0,0,0
2024-01-01 04:30:00,78,0.3077,74.0,0.2432,6.8,94.0,0.3723,16.3,1,1,4,30,1,1,1,0,0,0
2024-01-01 04:45:00,101,0.2376,95.0,0.2526,6.8,71.0,0.3239,16.3,1,1,4,45,1,1,1,0,0,0
2024-01-01 05:00:00,98,0.2551,91.0,0.2308,6.8,76.0,0.3421,16.3,1,1,5,0,1,1,1,0,0,0
2024-01-01 05:15:00,121,0.2893,100.0,0.29,6.8,91.0,0.3736,16.3,1,1,5,15,1,1,1,0,0,0
2024-01-01 05:30:00,116,0.319,98.0,0.2347,6.8,86.0,0.186,16.3,1,1,5,30,1,1,1,0,0,0
2024-01-01 05:45:00,115,0.2261,109.0,0.2844,6.8,110.0,0.4,16.3,1,1,5,45,1,1,1,0,0,0
2024-01-01 06:00:00,153,0.3529,134.0,0.2388,6.8,103.0,0.2816,16.3,1,1,6,0,1,1,1,0,0,0
2024-01-01 06:15:00,174,0.3448,143.0,0.2448,6.8,116.0,0.3276,16.3,1,1,6,15,1,1,1,0,0,0
2024-01-01 06:30:00,167,0.3593,144.0,0.3542,6.8,119.0,0.3277,16.3,1,1,6,30,1,1,1,0,0,0
2024-01-01 06:45:00,178,0.3371,156.0,0.2821,6.8,118.0,0.339,16.3,1,1,6,45,1,1,1,0,0,0
2024-01-01 07:00:00,199,0.3568,179.0,0.324,6.8,147.0,0.3946,16.3,1,1,7,0,1,1,1,0,0,0
2024-01-01 07:15:00,208,0.4183,178.0,0.382,6.8,167.0,0.3772,16.3,1,1,7,15,1,1,1,0,0,0
2024-01-01 07:30:00,251,0.4024,216.0,0.3519,6.8,189.0,0.3968,16.3,1,1,7,30,1,1,1,0,0,0
2024-01-01 07:45:00,259,0.444,237.0,0.3671,6.8,213.0,0.4836,16.3,1,1,7,45,1,1,1,0,0,0
2024-01-01 08:00:00,318,0.478,250.0,0.492,6.8,226.0,0.4646,16.3,1,1,8,0,1,1,1,0,0,0
2024-01-01 08:15:00,309,0.5178,269.0,0.5056,6.8,242.0,0.5331,16.3,1,1,8,15,1,1,1,0,0,0
2024-01-01 08:30:00,310,0.5452,277.0,0.509,6.8,218.0,0.5275,16.3,1,1,8,30,1,1,1,0,0,0
2024-01-01 08:45:00,304,0.5395,233.0,0.5193,6.8,248.0,0.6048,16.3,1,1,8,45,1,1,1,0,0,0
2024-01-01 09:00:00,351,0.5897,319.0,0.5172,6.8,293.0,0.6041,16.3,1,1,9,0,1,1,1,0,0,0
2024-01-01 09:15:00,408,0.5882,316.0,0.5443,6.8,295.0,0.6373,16.3,1,1,9,15,1,1,1,0,0,0
2024-01-01 09:30:00,434,0.6267,367.0,0.5995,6.8,320.0,0.6469,16.3,1,1,9,30,1,1,1,0,0,0
2024-01-01 09:45:00,427,0.6347,362.0,0.6298,6.8,366.0,0.7186,16.3,1,1,9,45,1,1,1,0,0,0
2024-01-01 10:00:00,456,0.6667,391.0,0.6598,6.8,390.0,0.7051,16.3,1,1,10,0,1,1,1,0,0,0
2024-01-01 10:15:00,450,0.6489,389.0,0.6015,6.8,408.0,0.777,16.3,1,1,10,15,1,1,1,0,0,0
2024-01-01 10:30:00,452,0.677,396.0,0.6919,6.8,416.0,0.8101,16.3,1,1,10,30,1,1,1,0,0,0
2024-01-01 10:45:00,476,0.7437,387.0,0.7519,6.8,408.0,0.7647,16.3,1,1,10,45,1,1,1,0,0,0
2024-01-01 11:00:00,416,0.6851,416.0,0.6755,6.8,440.0,0.8136,16.3,1,1,11,0,1,1,1,0,0,0
2024-01-01 11:15:00,460,0.7109,432.0,0.7315,6.8,472.0,0.8178,16.3,1,1,11,15,1,1,1,0,0,0
2024-01-01 11:30:00,442,0.7127,415.0,0.7277,6.8,467.0,0.8009,16.3,1,1,11,30,1,1,1,0,0,0
2024-01-01 11:45:00,424,0.7123,410.0,0.7366,6.8,440.0,0.8159,16.3,1,1,11,45,1,1,1,0,0,0
2024-01-01 12:00:00,414,0.7222,391.0,0.6752,6.8,409.0,0.7946,16.3,1,1,12,0,1,1,1,0,0,0
2024-01-01 12:15:00,391,0.6445,375.0,0.6773,6.8,395.0,0.762,16.3,1,1,12,15,1,1,1,0,0,0
2024-01-01 12:30:00,437,0.6728,409.0,0.6944,6.8,455.0,0.8066,16.3,1,1,12,30,1,1,1,0,0,0
2024-01-01 12:45:00,426,0.6901,397.0,0.6902,6.8,435.0,0.8115,16.3,1,1,12,45,1,1,1,0,0,0
2024-01-01 13:00:00,439,0.6993,421.0,0.7126,6.8,490.0,0.8061,16.3,1,1,13,0,1,1,1,0,0,0
2024-01-01 13:15:00,493,0.6876,451.0,0.7206,6.8,508.0,0.8366,16.3,1,1,13,15,1,1,1,0,0,0
2024-01-01 13:30:00,513,0.7817,491.0,0.7902,6.8,551.0,0.8312,16.3,1,1,13,30,1,1,1,0,0,0
2024-01-01 13:45:00,629,0.7933,583.0,0.8216,6.8,686.0,0.8965,16.3,1,1,13,45,1,1,1,0,0,0
2024-01-01 14:00:00,709,0.8293,649.0,0.8428,6.8,736.0,0.8709,16.3,1,1,14,0,1,1,1,0,0,0
2024-01-01 14:15:00,774,0.8178,720.0,0.8431,6.8,800.0,0.8825,16.3,1,1,14,15,1,1,1,0,0,0
2024-01-01 14:30:00,852,0.8603,789.0,0.8606,6.8,861.0,0.9129,16.3,1,1,14,30,1,1,1,0,0,0
2024-01-01 14:45:00,819,0.8779,804.0,0.8831,6.8,922.0,0.9056,16.3,1,1,14,45,1,1,1,0,0,0
2024-01-01 15:00:00,909,0.8614,883.0,0.889,6.8,1033.0,0.9274,16.3,1,1,15,0,1,1,1,0,0,0
2024-01-01 15:15:00,918,0.8943,858.0,0.9056,6.8,1020.0,0.9245,16.3,1,1,15,15,1,1,1,0,0,0
2024-01-01 15:30:00,958,0.8674,946.0,0.8858,6.8,1116.0,0.9211,16.3,1,1,15,30,1,1,1,0,0,0
2024-01-01 15:45:00,984,0.8902,1037.0,0.8968,6.8,1173.0,0.9241,16.3,1,1,15,45,1,1,1,0,0,0
2024-01-01 16:00:00,1007,0.8928,1063.0,0.9059,6.8,1164.0,0.9381,16.3,1,1,16,0,1,1,1,0,0,0
2024-01-01 16:15:00,1037,0.8901,993.0,0.9174,6.8,1175.0,0.9345,16.3,1,1,16,15,1,1,1,0,0,0
2024-01-01 16:30:00,929,0.9064,964.0,0.916,6.8,1182.0,0.9272,16.3,1,1,16,30,1,1,1,0,0,0
2024-01-01 16:45:00,978,0.8834,955.0,0.8921,6.8,1137.0,0.9156,16.3,1,1,16,45,1,1,1,0,0,0
2024-01-01 17:00:00,954,0.8994,1078.0,0.8961,6.8,1086.0,0.9328,16.3,1,1,17,0,1,1,1,0,0,0
2024-01-01 17:15:00,889,0.8796,869.0,0.9114,6.8,1025.0,0.9356,16.3,1,1,17,15,1,1,1,0,0,0
2024-01-01 17:30:00,803,0.8742,813.0,0.8954,6.8,887.0,0.9188,16.3,1,1,17,30,1,1,1,0,0,0
2024-01-01 17:45:00,692,0.8902,708.0,0.8941,6.8,901.0,0.9123,16.3,1,1,17,45,1,1,1,0,0,0
2024-01-01 18:00:00,739,0.8701,724.0,0.8812,6.8,769.0,0.9025,16.3,1,1,18,0,1,1,1,0,0,0
2024-01-01 18:15:00,608,0.8503,623.0,0.87,6.8,703.0,0.8834,16.3,1,1,18,15,1,1,1,0,0,0
2024-01-01 18:30:00,616,0.8279,610.0,0.8557,6.8,715.0,0.8685,16.3,1,1,18,30,1,1,1,0,0,0
2024-01-01 18:45:00,554,0.8159,592.0,0.8463,6.8,750.0,0.9,16.3,1,1,18,45,1,1,1,0,0,0
2024-01-01 19:00:00,575,0.833,603.0,0.8557,6.8,679.0,0.8984,16.3,1,1,19,0,1,1,1,0,0,0
2024-01-01 19:15:00,501,0.8084,486.0,0.8333,6.8,650.0,0.88,16.3,1,1,19,15,1,1,1,0,0,0
2024-01-01 19:30:00,497,0.8068,504.0,0.8234,6.8,612.0,0.8562,16.3,1,1,19,30,1,1,1,0,0,0
2024-01-01 19:45:00,475,0.7958,504.0,0.8274,6.8,650.0,0.8492,16.3,1,1,19,45,1,1,1,0,0,0
2024-01-01 20:00:00,477,0.8071,476.0,0.8424,6.8,554.0,0.8556,16.3,1,1,20,0,1,1,1,0,0,0
2024-01-01 20:15:00,459,0.7756,467.0,0.8051,6.8,562.0,0.8345,16.3,1,1,20,15,1,1,1,0,0,0
2024-01-01 20:30:00,459,0.7712,442.0,0.776,6.8,513.0,0.8187,16.3,1,1,20,30,1,1,1,0,0,0
2024-01-01 20:45:00,395,0.7443,390.0,0.759,6.8,488.0,0.8053,16.3,1,1,20,45,1,1,1,0,0,0
2024-01-01 21:00:00,371,0.7008,355.0,0.7521,6.8,412.0,0.784,16.3,1,1,21,0,1,1,1,0,0,0
2024-01-01 21:15:00,324,0.7068,325.0,0.6892,6.8,412.0,0.7476,16.3,1,1,21,15,1,1,1,0,0,0
2024-01-01 21:30:00,312,0.6795,297.0,0.7542,6.8,353.0,0.779,16.3,1,1,21,30,1,1,1,0,0,0
2024-01-01 21:45:00,266,0.7368,256.0,0.7266,6.8,303.0,0.7459,16.3,1,1,21,45,1,1,1,0,0,0
2024-01-01 22:00:00,260,0.6962,249.0,0.7108,6.8,273.0,0.7546,16.3,1,1,22,0,1,1,1,0,0,0
2024-01-01 22:15:00,208,0.6683,213.0,0.7042,6.8,254.0,0.7165,16.3,1,1,22,15,1,1,1,0,0,0
2024-01-01 22:30:00,208,0.6394,205.0,0.6537,6.8,243.0,0.749,16.3,1,1,22,30,1,1,1,0,0,0
2024-01-01 22:45:00,204,0.6029,191.0,0.5864,6.8,216.0,0.6435,16.3,1,1,22,45,1,1,1,0,0,0
2024-01-01 23:00:00,159,0.5409,153.0,0.5948,6.8,184.0,0.6522,16.3,1,1,23,0,1,1,1,0,0,0
2024-01-01 23:15:00,152,0.4868,134.0,0.5075,6.8,158.0,0.5696,16.3,1,1,23,15,1,1,1,0,0,0
2024-01-01 23:30:00,130,0.5538,146.0,0.5068,6.8,152.0,0.5789,16.3,1,1,23,30,1,1,1,0,0,0
2024-01-01 23:45:00,148,0.4324,134.0,0.4776,6.8,120.0,0.6333,16.3,1,1,23,45,1,1,1,0,0,0
2024-01-02 00:00:00,115,0.4783,112.0,0.4732,6.8,124.0,0.5565,16.3,1,2,0,0,1,2,0,0,0,1
2024-01-02 00:15:00,120,0.3583,117.0,0.4444,6.8,127.0,0.5669,16.3,1,2,0,15,1,2,0,0,0,1
2024-01-02 00:30:00,121,0.4298,111.0,0.4144,6.8,106.0,0.5,16.3,1,2,0,30,1,2,0,0,0,1
2024-01-02 00:45:00,101,0.3861,91.0,0.3736,6.8,91.0,0.5385,16.3,1,2,0,45,1,2,0,0,0,1
2024-01-02 01:00:00,71,0.3803,76.0,0.4079,6.8,93.0,0.4301,16.3,1,2,1,0,1,2,0,0,0,1
2024-01-02 01:15:00,84,0.3333,73.0,0.3836,6.8,75.0,0.4933,16.3,1,2,1,15,1,2,0,0,0,1
2024-01-02 01:30:00,85,0.4353,85.0,0.4471,6.8,84.0,0.4762,16.3,1,2,1,30,1,2,0,0,0,1
2024-01-02 01:45:00,80,0.4,83.0,0.3976,6.8,81.0,0.3457,16.3,1,2,1,45,1,2,0,0,0,1
2024-01-02 02:00:00,78,0.3077,76.0,0.3158,6.8,73.0,0.4795,16.3,1,2,2,0,1,2,0,0,0,1
2024-01-02 02:15:00,71,0.3239,68.0,0.2647,6.8,73.0,0.274,16.3,1,2,2,15,1,2,0,0,0,1
2024-01-02 02:30:00,65,0.2,64.0,0.2188,6.8,58.0,0.2931,16.3,1,2,2,30,1,2,0,0,0,1
2024-01-02 02:45:00,78,0.2051,76.0,0.1842,6.8,56.0,0.2857,16.3,1,2,2,45,1,2,0,0,0,1
2024-01-02 03:00:00,71,0.1831,63.0,0.254,6.8,59.0,0.2034,16.3,1,2,3,0,1,2,0,0,0,1
2024-01-02 03:15:00,59,0.2373,59.0,0.2203,6.8,62.0,0.129,16.3,1,2,3,15,1,2,0,0,0,1
2024-01-02 03:30:00,74,0.1757,71.0,0.1268,6.8,64.0,0.1562,16.3,1,2,3,30,1,2,0,0,0,1
2024-01-02 03:45:00,80,0.25,69.0,0.2029,6.8,66.0,0.2121,16.3,1,2,3,45,1,2,0,0,0,1
2024-01-02 04:00:00,86,0.0814,88.0,0.1023,6.8,71.0,0.169,16.3,1,2,4,0,1,2,0,0,0,1
2024-01-02 04:15:00,85,0.1412,75.0,0.1733,6.8,75.0,0.2533,16.3,1,2,4,15,1,2,0,0,0,1
2024-01-02 04:30:00,87,0.2414,76.0,0.2368,6.8,63.0,0.3175,16.3,1,2,4,30,1,2,0,0,0,1
2024-01-02 04:45:00,83,0.3012,87.0,0.2299,6.8,62.0,0.2419,16.3,1,2,4,45,1,2,0,0,0,1
2024-01-02 05:00:00,101,0.2277,100.0,0.21,6.8,83.0,0.253,16.3,1,2,5,0,1,2,0,0,0,1
2024-01-02 05:15:00,114,0.2456,87.0,0.2414,6.8,89.0,0.3034,16.3,1,2,5,15,1,2,0,0,0,1
2024-01-02 05:30:00,130,0.3538,105.0,0.2571,6.8,84.0,0.3571,16.3,1,2,5,30,1,2,0,0,0,1
2024-01-02 05:45:00,121,0.2727,101.0,0.2376,6.8,90.0,0.3333,16.3,1,2,5,45,1,2,0,0,0,1
2024-01-02 06:00:00,152,0.2632,138.0,0.2536,6.8,103.0,0.2816,16.3,1,2,6,0,1,2,0,0,0,1
2024-01-02 06:15:00,170,0.2765,156.0,0.2564,6.8,136.0,0.4118,16.3,1,2,6,15,1,2,0,0,0,1
2024-01-02 06:30:00,218,0.3624,187.0,0.3529,6.8,152.0,0.4803,16.3,1,2,6,30,1,2,0,0,0,1
2024-01-02 06:45:00,259,0.4981,216.0,0.5139,6.8,204.0,0.5392,16.3,1,2,6,45,1,2,0,0,0,1
2024-01-02 07:00:00,372,0.586,332.0,0.5392,6.8,241.0,0.5851,16.3,1,2,7,0,1,2,0,0,0,1
2024-01-02 07:15:00,536,0.7313,409.0,0.7188,6.8,236.0,0.6737,16.3,1,2,7,15,1,2,0,0,0,1
2024-01-02 07:30:00,638,0.7853,489.0,0.7382,6.8,306.0,0.6895,16.3,1,2,7,30,1,2,0,0,0,1
2024-01-02 07:45:00,767,0.7901,596.0,0.7668,6.8,316.0,0.6677,16.3,1,2,7,45,1,2,0,0,0,1
2024-01-02 08:00:00,713,0.7475,586.0,0.7218,6.8,295.0,0.6881,16.3,1,2,8,0,1,2,0,0,0,1
2024-01-02 08:15:00,730,0.7671,539.0,0.7365,6.8,297.0,0.67,16.3,1,2,8,15,1,2,0,0,0,1
2024-01-02 08:30:00,665,0.7504,493.0,0.6714,6.8,298.0,0.6477,16.3,1,2,8,30,1,2,0,0,0,1
2024-01-02 08:45:00,610,0.7098,414.0,0.6353,6.8,293.0,0.6348,16.3,1,2,8,45,1,2,0,0,0,1
2024-01-02 09:00:00,535,0.6355,434.0,0.5806,6.8,332.0,0.7048,16.3,1,2,9,0,1,2,0,0,0,1
2024-01-02 09:15:00,512,0.6426,441.0,0.6009,6.8,336.0,0.7113,16.3,1,2,9,15,1,2,0,0,0,1
2024-01-02 09:30:00,502,0.5996,398.0,0.5955,6.8,339.0,0.7168,16.3,1,2,9,30,1,2,0,0,0,1
2024-01-02 09:45:00,451,0.5721,395.0,0.6,6.8,351.0,0.7464,16.3,1,2,9,45,1,2,0,0,0,1
2024-01-02 10:00:00,460,0.587,396.0,0.5581,6.8,371.0,0.6927,16.3,1,2,10,0,1,2,0,0,0,1
2024-01-02 10:15:00,465,0.5634,400.0,0.6175,6.8,364.0,0.7225,16.3,1,2,10,15,1,2,0,0,0,1
2024-01-02 10:30:00,427,0.5855,400.0,0.6075,6.8,383.0,0.8094,16.3,1,2,10,30,1,2,0,0,0,1
2024-01-02 10:45:00,433,0.6236,392.0,0.6633,6.8,393.0,0.743,16.3,1,2,10,45,1,2,0,0,0,1
2024-01-02 11:00:00,454,0.6322,372.0,0.6505,6.8,381.0,0.7848,16.3,1,2,11,0,1,2,0,0,0,1
2024-01-02 11:15:00,412,0.6092,412.0,0.6456,6.8,406.0,0.7512,16.3,1,2,11,15,1,2,0,0,0,1
2024-01-02 11:30:00,422,0.6398,379.0,0.6332,6.8,383.0,0.7702,16.3,1,2,11,30,1,2,0,0,0,1
2024-01-02 11:45:00,386,0.601,332.0,0.6416,6.8,331.0,0.7221,16.3,1,2,11,45,1,2,0,0,0,1
2024-01-02 12:00:00,365,0.5562,361.0,0.5485,6.8,359.0,0.6964,16.3,1,2,12,0,1,2,0,0,0,1
2024-01-02 12:15:00,419,0.506,373.0,0.5684,6.8,358.0,0.7235,16.3,1,2,12,15,1,2,0,0,0,1
2024-01-02 12:30:00,405,0.5383,338.0,0.5621,6.8,327.0,0.7034,16.3,1,2,12,30,1,2,0,0,0,1
2024-01-02 12:45:00,384,0.5859,374.0,0.5936,6.8,371.0,0.7385,16.3,1,2,12,45,1,2,0,0,0,1
2024-01-02 13:00:00,414,0.6208,372.0,0.6452,6.8,381.0,0.7008,16.3,1,2,13,0,1,2,0,0,0,1
2024-01-02 13:15:00,428,0.5935,423.0,0.6123,6.8,391.0,0.7417,16.3,1,2,13,15,1,2,0,0,0,1
2024-01-02 13:30:00,465,0.6129,397.0,0.6272,6.8,402.0,0.7313,16.3,1,2,13,30,1,2,0,0,0,1
2024-01-02 13:45:00,439,0.656,420.0,0.6548,6.8,390.0,0.7436,16.3,1,2,13,45,1,2,0,0,0,1
2024-01-02 14:00:00,448,0.6004,390.0,0.6051,6.8,430.0,0.7302,16.3,1,2,14,0,1,2,0,0,0,1
2024-01-02 14:15:00,483,0.6377,420.0,0.6667,6.8,426.0,0.7394,16.3,1,2,14,15,1,2,0,0,0,1
2024-01-02 14:30:00,480,0.6562,418.0,0.6483,6.8,442.0,0.7783,16.3,1,2,14,30,1,2,0,0,0,1
2024-01-02 14:45:00,482,0.6556,419.0,0.7088,6.8,441.0,0.7551,16.3,1,2,14,45,1,2,0,0,0,1
2024-01-02 15:00:00,472,0.6483,425.0,0.6776,6.8,437.0,0.7895,16.3,1,2,15,0,1,2,0,0,0,1
2024-01-02 15:15:00,432,0.6574,415.0,0.6916,6.8,490.0,0.7735,16.3,1,2,15,15,1,2,0,0,0,1
2024-01-02 15:30:00,482,0.6846,437.0,0.7048,6.8,439.0,0.7654,16.3,1,2,15,30,1,2,0,0,0,1
2024-01-02 15:45:00,452,0.6637,408.0,0.7108,6.8,446.0,0.8027,16.3,1,2,15,45,1,2,0,0,0,1
2024-01-02 16:00:00,476,0.6975,414.0,0.7198,6.8,440.0,0.7886,16.3,1,2,16,0,1,2,0,0,0,1
2024-01-02 16:15:00,467,0.6959,423.0,0.7045,6.8,445.0,0.7888,16.3,1,2,16,15,1,2,0,0,0,1
2024-01-02 16:30:00,434,0.6843,391.0,0.711,6.8,476.0,0.7836,16.3,1,2,16,30,1,2,0,0,0,1
2024-01-02 16:45:00,467,0.7002,434.0,0.7143,6.8,416.0,0.7957,16.3,1,2,16,45,1,2,0,0,0,1
2024-01-02 17:00:00,438,0.71,405.0,0.7432,6.8,474.0,0.8291,16.3,1,2,17,0,1,2,0,0,0,1
2024-01-02 17:15:00,489,0.7689,471.0,0.8132,6.8,461.0,0.7636,16.3,1,2,17,15,1,2,0,0,0,1
2024-01-02 17:30:00,517,0.7505,445.0,0.7191,6.8,419.0,0.7422,16.3,1,2,17,30,1,2,0,0,0,1
2024-01-02 17:45:00,542,0.7472,427.0,0.6815,6.8,404.0,0.7376,16.3,1,2,17,45,1,2,0,0,0,1
2024-01-02 18:00:00,512,0.7129,395.0,0.7316,6.8,364.0,0.7885,16.3,1,2,18,0,1,2,0,0,0,1
2024-01-02 18:15:00,422,0.7441,343.0,0.6997,6.8,341.0,0.6862,16.3,1,2,18,15,1,2,0,0,0,1
2024-01-02 18:30:00,370,0.6784,300.0,0.6467,6.8,298.0,0.6879,16.3,1,2,18,30,1,2,0,0,0,1
2024-01-02 18:45:00,294,0.602,270.0,0.6296,6.8,275.0,0.7527,16.3,1,2,18,45,1,2,0,0,0,1
2024-01-02 19:00:00,252,0.5556,245.0,0.5959,6.8,257.0,0.677,16.3,1,2,19,0,1,2,0,0,0,1
2024-01-02 19:15:00,251,0.5976,208.0,0.5913,6.8,245.0,0.6367,16.3,1,2,19,15,1,2,0,0,0,1
2024-01-02 19:30:00,198,0.5253,211.0,0.5403,6.8,237.0,0.6709,16.3,1,2,19,30,1,2,0,0,0,1
2024-01-02 19:45:00,226,0.5,216.0,0.537,6.8,236.0,0.6102,16.3,1,2,19,45,1,2,0,0,0,1
2024-01-02 20:00:00,234,0.4957,202.0,0.5594,6.8,218.0,0.6147,16.3,1,2,20,0,1,2,0,0,0,1
2024-01-02 20:15:00,191,0.5026,208.0,0.5,6.8,248.0,0.5161,16.3,1,2,20,15,1,2,0,0,0,1
2024-01-02 20:30:00,224,0.4107,217.0,0.447,6.8,211.0,0.5829,16.3,1,2,20,30,1,2,0,0,0,1
2024-01-02 20:45:00,182,0.4835,153.0,0.4902,6.8,195.0,0.5795,16.3,1,2,20,45,1,2,0,0,0,1
2024-01-02 21:00:00,189,0.5132,187.0,0.5615,6.8,199.0,0.5477,16.3,1,2,21,0,1,2,0,0,0,1
2024-01-02 21:15:00,179,0.4246,160.0,0.4312,6.8,186.0,0.4785,16.3,1,2,21,15,1,2,0,0,0,1
2024-01-02 21:30:00,188,0.4255,178.0,0.4045,6.8,215.0,0.5163,16.3,1,2,21,30,1,2,0,0,0,1
2024-01-02 21:45:00,164,0.3902,159.0,0.4465,6.8,179.0,0.4469,16.3,1,2,21,45,1,2,0,0,0,1
2024-01-02 22:00:00,184,0.3478,189.0,0.381,6.8,199.0,0.5126,16.3,1,2,22,0,1,2,0,0,0,1
2024-01-02 22:15:00,192,0.4531,173.0,0.474,6.8,154.0,0.4481,16.3,1,2,22,15,1,2,0,0,0,1
2024-01-02 22:30:00,157,0.4013,148.0,0.473,6.8,170.0,0.4824,16.3,1,2,22,30,1,2,0,0,0,1
2024-01-02 22:45:00,139,0.3885,118.0,0.322,6.8,145.0,0.4483,16.3,1,2,22,45,1,2,0,0,0,1
2024-01-02 23:00:00,137,0.3723,137.0,0.4015,6.8,147.0,0.4218,16.3,1,2,23,0,1,2,0,0,0,1
2024-01-02 23:15:00,129,0.3411,115.0,0.4087,6.8,112.0,0.4821,16.3,1,2,23,15,1,2,0,0,0,1
2024-01-02 23:30:00,76,0.4474,77.0,0.5065,6.8,99.0,0.4848,16.3,1,2,23,30,1,2,0,0,0,1
2024-01-02 23:45:00,62,0.371,72.0,0.4306,6.8,81.0,0.4815,16.3,1,2,23,45,1,2,0,0,0,1
2024-01-03 00:00:00,64,0.3594,74.0,0.3243,6.8,78.0,0.4359,16.3,1,3,0,0,1,3,0,0,0,1
2024-01-03 00:15:00,73,0.411,69.0,0.5362,6.8,83.0,0.4578,16.3,1,3,0,15,1,3,0,0,0,1
2024-01-03 00:30:00,52,0.4615,55.0,0.4,6.8,59.0,0.3559,16.3,1,3,0,30,1,3,0,0,0,1
2024-01-03 00:45:00,47,0.4043,54.0,0.2963,6.8,54.0,0.3704,16.3,1,3,0,45,1,3,0,0,0,1
2024-01-03 01:00:00,39,0.2308,44.0,0.3182,6.8,63.0,0.3333,16.3,1,3,1,0,1,3,0,0,0,1
2024-01-03 01:15:00,52,0.3846,39.0,0.3077,6.8,43.0,0.3721,16.3,1,3,1,15,1,3,0,0,0,1
2024-01-03 01:30:00,38,0.3947,40.0,0.375,6.8,57.0,0.3158,16.3,1,3,1,30,1,3,0,0,0,1
2024-01-03 01:45:00,34,0.1765,34.0,0.2353,6.8,40.0,0.325,16.3,1,3,1,45,1,3,0,0,0,1
2024-01-03 02:00:00,42,0.1905,33.0,0.2727,6.8,43.0,0.2558,16.3,1,3,2,0,1,3,0,0,0,1
2024-01-03 02:15:00,36,0.1667,54.0,0.1852,6.8,60.0,0.2,16.3,1,3,2,15,1,3,0,0,0,1
2024-01-03 02:30:00,66,0.1667,55.0,0.2545,6.8,56.0,0.2679,16.3,1,3,2,30,1,3,0,0,0,1
2024-01-03 02:45:00,63,0.2698,59.0,0.2712,6.8,58.0,0.4138,16.3,1,3,2,45,1,3,0,0,0,1
2024-01-03 03:00:00,62,0.2419,70.0,0.2286,6.8,95.0,0.2211,16.3,1,3,3,0,1,3,0,0,0,1
2024-01-03 03:15:00,85,0.2471,91.0,0.1868,6.8,77.0,0.2208,16.3,1,3,3,15,1,3,0,0,0,1
2024-01-03 03:30:00,86,0.1744,89.0,0.191,6.8,88.0,0.2386,16.3,1,3,3,30,1,3,0,0,0,1
2024-01-03 03:45:00,87,0.1954,82.0,0.1463,6.8,74.0,0.1486,16.3,1,3,3,45,1,3,0,0,0,1
2024-01-03 04:00:00,93,0.0968,89.0,0.1236,6.8,69.0,0.1739,16.3,1,3,4,0,1,3,0,0,0,1
2024-01-03 04:15:00,77,0.0909,68.0,0.1176,6.8,73.0,0.137,16.3,1,3,4,15,1,3,0,0,0,1
2024-01-03 04:30:00,70,0.1571,51.0,0.1961,6.8,58.0,0.2069,16.3,1,3,4,30,1,3,0,0,0,1
